"Местное время в Маче";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"01.02.2019 15:00";"-41.7";"749.6";"767.7";"";"74";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"-44.4";"";"";"";"";"";""
"01.02.2019 12:00";"-44.8";"749.9";"768.5";"";"51";"Ветер, дующий с северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-50.6";"";"";"";"";"";""
"01.02.2019 09:00";"-46.5";"749.3";"767.7";"";"65";"Ветер, дующий с северо-запада";"1";"";"";"Облаков нет.";"Дымка. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"-46.6";"";"";"";"";"";"";"4.0";"-50.2";"Осадков нет";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"29.0"
"31.01.2019 21:00";"-40.9";"748.9";"766.9";"";"68";"Штиль, безветрие";"0";"";"";"Облаков нет.";"Дымка. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"-36.4";"";"";"";"";"";"4.0";"-44.4";"Осадков нет";"12";"";"";"";""
"31.01.2019 15:00";"-36.4";"748.8";"766.6";"";"73";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-39.4";"";"";"";"";"";""
"31.01.2019 09:00";"-41.4";"749.0";"767.1";"";"72";"Штиль, безветрие";"0";"";"";"Облаков нет.";"Дымка. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"-41.9";"";"";"";"";"";"";"4.0";"-44.4";"Осадков нет";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"29.0"
"31.01.2019 03:00";"-39.1";"748.7";"766.8";"";"46";"Ветер, дующий с юго-юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-46.2";"";"";"";"";"";""
"30.01.2019 21:00";"-33.9";"748.7";"766.4";"";"80";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"-28.0";"";"";"";"";"";"50.0";"-36.2";"Осадков нет";"12";"";"";"";""
"30.01.2019 18:00";"-30.4";"748.9";"766.3";"";"39";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-39.7";"";"";"";"";"";""
"30.01.2019 15:00";"-29.7";"749.3";"766.8";"";"74";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"50.0";"-32.8";"";"";"";"";"";""
"30.01.2019 12:00";"-32.3";"750.9";"768.5";"";"40";"Ветер, дующий с юго-юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-41.2";"";"";"";"";"";""
"30.01.2019 09:00";"-30.7";"751.8";"769.3";"";"80";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";" ";"";"";"-31.0";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-33.0";"Осадков нет";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"29.0"
"30.01.2019 03:00";"-29.0";"754.3";"771.7";"";"3";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-58.6";"";"";"";"";"";""
"29.01.2019 21:00";"-24.0";"753.6";"770.7";"";"65";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";" ";"";"";"";"-19.2";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-28.8";"Следы осадков";"12";"";"";"";""
"29.01.2019 18:00";"-22.3";"752.6";"769.6";"";"4";"Ветер, дующий с западо-северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-53.7";"";"";"";"";"";""
"29.01.2019 15:00";"-21.3";"751.5";"768.3";"";"60";"Ветер, дующий с севера";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Метель";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"50.0";"-27.0";"";"";"";"";"";""
