"Местное время в Верхне-Марково";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"26.09.2019 23:00";"5.3";"735.6";"760.4";"";"94";"";"";"";"";"";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"4.4";"";"";"";"";"";""
"26.09.2019 20:00";"7.3";"736.8";"761.5";"";"88";"";"";"";"";"";" ";"";"";"";"15.4";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"5.4";"Осадков нет";"12";"";"";"";""
"26.09.2019 17:00";"14.1";"737.7";"761.8";"";"57";"";"";"";"";"";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"1000-1500";"";"";"50.0";"5.6";"";"";"";"";"";""
"26.09.2019 14:00";"14.4";"738.3";"762.3";"";"58";"";"";"";"";"";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"6.2";"";"";"";"";"";""
"26.09.2019 11:00";"11.6";"738.8";"763.2";"";"80";"";"";"";"";"";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"8.3";"";"";"";"";"";""
"26.09.2019 08:00";"8.9";"737.8";"762.4";"";"96";"";"";"";"";"";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"5.6";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"8.3";"5.0";"12";"";"";"";""
"26.09.2019 05:00";"8.7";"736.7";"761.2";"";"94";"";"";"";"";"";"Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"2500 или более, или облаков нет.";"";"";"";"7.8";"";"";"";"";"";""
"26.09.2019 02:00";"10.4";"735.7";"760.0";"";"67";"";"";"";"";"";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"4.5";"";"";"";"";"";""
"25.09.2019 23:00";"7.0";"735.0";"759.7";"";"82";"";"";"";"";"";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"4.1";"";"";"";"";"";""
"25.09.2019 20:00";"8.4";"735.0";"759.5";"";"76";"";"";"";"";"";" ";"";"";"";"20.7";"Слоисто-кучевые, образовавшиеся из кучевых.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"4.3";"Осадков нет";"12";"";"";"";""
"25.09.2019 17:00";"20.2";"736.0";"759.6";"";"30";"";"";"";"";"";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"2.2";"";"";"";"";"";""
