"Местное время в Светлом";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"15.12.2020 11:00";"-34.0";"739.0";"";"";"69";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15.12.2020 08:00";"-35.0";"740.0";"";"";"70";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15.12.2020 05:00";"-35.0";"740.0";"";"";"74";"Ветер, дующий с запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15.12.2020 02:00";"-35.0";"740.0";"";"";"75";"Ветер, дующий с запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.12.2020 23:00";"-35.0";"741.0";"";"";"74";"Ветер, дующий с северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.12.2020 20:00";"-34.0";"742.0";"";"";"74";"Ветер, дующий с северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.12.2020 17:00";"-34.0";"742.0";"";"";"70";"Ветер, дующий с запада";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.12.2020 14:00";"-33.0";"743.0";"";"";"69";"Ветер, дующий с севера";"3";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.12.2020 11:00";"-35.0";"744.0";"";"";"70";"Ветер, дующий с северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.12.2020 08:00";"-36.0";"744.0";"";"";"74";"Ветер, дующий с северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.12.2020 05:00";"-36.0";"745.0";"";"";"74";"Ветер, дующий с запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.12.2020 02:00";"-36.0";"745.0";"";"";"75";"Ветер, дующий с северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13.12.2020 23:00";"-37.0";"745.0";"";"";"73";"Ветер, дующий с северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13.12.2020 20:00";"-37.0";"746.0";"";"";"75";"Ветер, дующий с юга";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13.12.2020 17:00";"-36.0";"745.0";"";"";"74";"Ветер, дующий с северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13.12.2020 14:00";"-33.0";"745.0";"";"";"73";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13.12.2020 11:00";"-37.0";"745.0";"";"";"75";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13.12.2020 08:00";"-37.0";"745.0";"";"";"81";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13.12.2020 05:00";"-34.0";"744.0";"";"";"80";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13.12.2020 02:00";"-33.0";"743.0";"";"";"75";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12.12.2020 23:00";"-33.0";"742.0";"";"";"73";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12.12.2020 20:00";"-34.0";"742.0";"";"";"76";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12.12.2020 17:00";"-34.0";"741.0";"";"";"75";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12.12.2020 14:00";"-33.0";"741.0";"";"";"75";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12.12.2020 11:00";"-35.0";"741.0";"";"";"75";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12.12.2020 08:00";"-35.0";"741.0";"";"";"74";"Ветер, дующий с северо-запада";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12.12.2020 05:00";"-35.0";"741.0";"";"";"74";"Ветер, дующий с северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12.12.2020 02:00";"-36.0";"741.0";"";"";"75";"Ветер, дующий с северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11.12.2020 23:00";"-35.0";"740.0";"";"";"75";"Ветер, дующий с запада";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11.12.2020 20:00";"-33.0";"740.0";"";"";"75";"Ветер, дующий с северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11.12.2020 17:00";"";"740.0";"";"";"";"Ветер, дующий с северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11.12.2020 14:00";"-30.0";"739.0";"";"";"69";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11.12.2020 11:00";"-32.0";"739.0";"";"";"69";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11.12.2020 08:00";"-32.0";"739.0";"";"";"65";"Ветер, дующий с северо-запада";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11.12.2020 05:00";"-31.0";"738.0";"";"";"74";"Ветер, дующий с северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11.12.2020 02:00";"-29.0";"738.0";"";"";"75";"Ветер, дующий с северо-запада";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10.12.2020 23:00";"-26.0";"737.0";"";"";"75";"Ветер, дующий с северо-запада";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10.12.2020 20:00";"-24.0";"736.0";"";"";"75";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10.12.2020 17:00";"-24.0";"735.0";"";"";"80";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10.12.2020 14:00";"-23.0";"733.0";"";"";"74";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10.12.2020 11:00";"-25.0";"732.0";"";"";"80";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10.12.2020 08:00";"-25.0";"731.0";"";"";"80";"Ветер, дующий с северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10.12.2020 05:00";"-24.0";"729.0";"";"";"80";"Ветер, дующий с северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10.12.2020 02:00";"-22.0";"727.0";"";"";"80";"Ветер, дующий с севера";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09.12.2020 23:00";"-20.0";"725.0";"";"";"75";"Ветер, дующий с северо-запада";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09.12.2020 20:00";"-18.0";"724.0";"";"";"75";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09.12.2020 17:00";"-15.0";"724.0";"";"";"65";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09.12.2020 14:00";"-10.0";"723.0";"";"";"55";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09.12.2020 11:00";"-11.0";"723.0";"";"";"65";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09.12.2020 08:00";"-10.0";"722.0";"";"";"60";"Ветер, дующий с юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09.12.2020 05:00";"-10.0";"722.0";"";"";"50";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09.12.2020 02:00";"-9.0";"721.0";"";"";"49";"Ветер, дующий с северо-запада";"3";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08.12.2020 23:00";"-7.0";"720.0";"";"";"54";"Ветер, дующий с запада";"4";"";"";"";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08.12.2020 20:00";"-8.0";"720.0";"";"";"59";"Ветер, дующий с северо-запада";"2";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08.12.2020 17:00";"-7.0";"720.0";"";"";"54";"Ветер, дующий с запада";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08.12.2020 14:00";"-7.0";"720.0";"";"";"62";"Ветер, дующий с запада";"2";"";"";"";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08.12.2020 11:00";"-8.0";"721.0";"";"";"57";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08.12.2020 08:00";"-9.0";"722.0";"";"";"54";"Ветер, дующий с запада";"3";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08.12.2020 05:00";"-10.0";"723.0";"";"";"58";"Ветер, дующий с запада";"2";"";"";"";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08.12.2020 02:00";"-10.0";"724.0";"";"";"55";"Ветер, дующий с запада";"4";"";"";"";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07.12.2020 23:00";"-11.0";"725.0";"";"";"55";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07.12.2020 20:00";"-11.0";"726.0";"";"";"50";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07.12.2020 17:00";"-11.0";"727.0";"";"";"50";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07.12.2020 14:00";"-11.0";"728.0";"";"";"50";"Ветер, дующий с запада";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07.12.2020 11:00";"-12.0";"728.0";"";"";"50";"Ветер, дующий с запада";"3";"";"";"";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07.12.2020 08:00";"-13.0";"728.0";"";"";"50";"Ветер, дующий с северо-запада";"4";"";"";"";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07.12.2020 05:00";"-13.0";"728.0";"";"";"50";"Ветер, дующий с запада";"3";"";"";"";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07.12.2020 02:00";"-12.0";"728.0";"";"";"55";"Ветер, дующий с запада";"3";"";"";"";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06.12.2020 23:00";"-12.0";"728.0";"";"";"55";"Ветер, дующий с запада";"4";"";"";"";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06.12.2020 20:00";"-11.0";"728.0";"";"";"55";"Ветер, дующий с запада";"6";"";"";"";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06.12.2020 17:00";"-10.0";"728.0";"";"";"50";"Ветер, дующий с запада";"7";"";"";"";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06.12.2020 14:00";"-10.0";"728.0";"";"";"55";"Ветер, дующий с запада";"5";"";"";"";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06.12.2020 11:00";"-11.0";"729.0";"";"";"55";"Ветер, дующий с юго-запада";"8";"";"";"";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06.12.2020 08:00";"-12.0";"730.0";"";"";"55";"Ветер, дующий с запада";"5";"";"";"";"Снег с перерывами слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06.12.2020 05:00";"-14.0";"730.0";"";"";"60";"Ветер, дующий с запада";"5";"";"";"";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06.12.2020 02:00";"-15.0";"731.0";"";"";"60";"Ветер, дующий с запада";"4";"";"";"";"Снег с перерывами слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05.12.2020 23:00";"-15.0";"734.0";"";"";"55";"Ветер, дующий с запада";"4";"";"";"";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05.12.2020 20:00";"-15.0";"736.0";"";"";"55";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05.12.2020 17:00";"-15.0";"735.0";"";"";"50";"Ветер, дующий с запада";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05.12.2020 14:00";"-13.0";"734.0";"";"";"55";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05.12.2020 11:00";"-16.0";"732.0";"";"";"70";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
